Company,Board of Directors or Executive Management,Position,Approximate Categorization,Special Area,Name,Nationality,Year of Birth,Educational Background,Gender,Remarks
Lundin Mining Corporation,Executive Management,"Executive Vice President, Josemaria Project",Business Unit Head,Other: Josemaria Project,David Dicaire,Canada (predicted),N/A,Engineering,Male,
Lundin Mining Corporation,Executive Management,"Executive Vice President, Technical",Business Unit Head,Other: Technical,Patrick Merrin,Canada (predicted),N/A,"Engineering, Business",Male,
Medicover,Board of Directors,Chair,Chair,Chair,Fredrik Stenmo,Sweden,1971,"Law, Business",Male,
Medicover,Board of Directors,Board Member,Board Member,Board Member,Peder af Jochnick,Sweden,1971,"Business, Other: Military",Male,
Medicover,Board of Directors,Board Member,Board Member,Board Member,Robert af Jochnick,Sweden,1940,"Business, Law",Male,
Medicover,Board of Directors,Board Member,Board Member,Board Member,Anne Berner,"Finland, Switzerland",1964,"Sciences, Business",Female,
Medicover,Board of Directors,Board Member,Board Member,Board Member,Arno Bohn,Germany,1947,Business,Male,
Medicover,Board of Directors,Board Member,Board Member,Board Member,Sonali Chandmal,Belgium,1968,Business,Female,
Medicover,Board of Directors,Board Member,Board Member,Board Member,Michael Flemming,South Africa,1957,"Business, Law",Male,
Medicover,Board of Directors,Board Member,Board Member,Board Member,Margareta Nordenvall,Sweden,1954,"Medicine, Business",Female,
Medicover,Board of Directors,Board Member,Board Member,Board Member,Fredrik Rågmark,Sweden,1963,"Law, Business",Male,
Medicover,Board of Directors,Board Member,Board Member,Board Member,Azita Shariati,"Iran, Sweden",1968,Business,Female,
Medicover,Executive Management,CEO,CEO,CEO,Fredrik Rågmark,Sweden,1963,"Law, Business",Male,
Medicover,Executive Management,General Legal Counsel,Support Function,Legal Affairs,Jenny Brandt,Sweden,1974,Law,Female,
Medicover,Executive Management,CFO,Support Function,Finance,Joe Ryan,Ireland,1965,Business,Male,
Medicover,Executive Management,"COO, Healthcare Services",Business Unit Head,Other: COO,John Stubbington,UK,1968,"Business, Engineering",Male,
Medicover,Executive Management,"COO, Diagnostic Services",Business Unit Head,Other: COO,Staffan Ternström,Sweden,1965,"Business, Engineering",Male,
Medicover,Executive Management,CIO,Support Function,Innovation,Jaroslaw Urbanczyk,Poland,1968,"Engineering, Business",Male,
Medicover,Executive Management,CMO,Support Function,Other: CMO,Dr. Andrew Vallance-Owen,UK,1951,Medicine,Male,
Millicom,Board of Directors,"Executive Director, Interim Chair",Chair,Chair,Mauricio Ramos,"USA, Colombia",1968,"Law, Business",Male,
Millicom,Board of Directors,"Deputy Chair, Non-Executive Director",Board Member,Board Member,Pernille Erenbjerg,Denmark,1967,Business,Female,
Millicom,Board of Directors,Non-Executive Director,Board Member,Board Member,Maria Teresa Arnal,"Mexico, Venezuela, Spain",1971,"Engineering, Business",Female,
Millicom,Board of Directors,Non-Executive Director,Board Member,Board Member,Bruce Churchill,USA,1957,Business,Male,
Millicom,Board of Directors,Non-Executive Director,Board Member,Board Member,Aude Durand,France,1992,"Engineering, Sciences",Female,
Millicom,Board of Directors,Non-Executive Director,Board Member,Board Member,Tomas Eliasson,Sweden,1962,Business,Male,
Millicom,Board of Directors,Non-Executive Director,Board Member,Board Member,Michael Golan,Israel,1978,Business,Male,
Millicom,Board of Directors,Non-Executive Director,Board Member,Board Member,Thomas Reynaud,France,1973,Business,Male,
Millicom,Board of Directors,Non-Executive Director,Board Member,Board Member,Blanca Treviño,"Mexico, USA",1962,Engineering,Female,
Millicom,Executive Management,Chief Executive Officer,CEO,CEO,Marcelo Benitez,Paraguay,N/A,Business,Male,
Millicom,Executive Management,Chief Financial Officer,Support Function,Finance,Bart Vanhaeren,Belgium,N/A,Business,Male,
Millicom,Executive Management,"Executive Vice President, Chief Legal and Compliance Officer",Support Function,Legal Affairs,Salvador Escalon,USA,1975,"Law, Business",Male,
Millicom,Executive Management,"Executive Vice President, Chief External Affairs Officer",Support Function,Other: External Affairs,Karim Lesina,"Italy, Tunisia",N/A,Business,Male,
Mips AB,Board of Directors,Chairman,Chair,Chair,Magnus Welander,Sweden (predicted),1966,Engineering,Male,
Mips AB,Board of Directors,Board Member,Board Member,Board Member,Thomas Bräutigam,Sweden (predicted),1967,Business,Male,
Mips AB,Board of Directors,Board Member,Board Member,Board Member,Maria Hedengren,Sweden (predicted),1970,Business,Female,
Mips AB,Board of Directors,Board Member,Board Member,Board Member,Anna Hällöv,Sweden (predicted),1971,Business,Female,
Mips AB,Board of Directors,Board Member,Board Member,Board Member,Jonas Rahmn,Sweden (predicted),1967,Engineering,Male,
Mips AB,Board of Directors,Board Member,Board Member,Board Member,Jenny Rosberg,Sweden (predicted),1966,Business,Female,
Mips AB,Executive Management,Chief Executive Officer,CEO,CEO,Max Strandwitz,Sweden (predicted),1975,Business,Male,
Mips AB,Executive Management,Chief Marketing Officer,Support Function,Comms and Marketing,Fredrik Kjellberg,Sweden (predicted),1976,Business,Male,
Mips AB,Executive Management,Chief Operating Officer,Support Function,Other: COO,Cedric Marmeys,Sweden (predicted),1983,Engineering,Male,
Mips AB,Executive Management,Chief Technology Officer,Business Unit Head,Innovation,Johan Hedlund,Sweden (predicted),1972,Engineering,Male,
Mips AB,Executive Management,Chief Financial Officer,Support Function,Finance,Karin Rosenthal,Sweden (predicted),1978,Business,Female,
Modern Times Group MTG,Board of Directors,Chairman,Chair,Chair,Simon Duffy,UK,1949,Business,Male,
Modern Times Group MTG,Board of Directors,Board Member,Board Member,Board Member,Chris Carvalho,USA,1965,Business,Male,
Modern Times Group MTG,Board of Directors,Board Member,Board Member,Board Member,Susanne Maas,Germany,1972,Humanities,Female,
Modern Times Group MTG,Board of Directors,Board Member,Board Member,Board Member,Gerhard Florin,Germany,1959,Business,Male,
Modern Times Group MTG,Board of Directors,Board Member,Board Member,Board Member,Liia Nõu,Sweden,1965,Business,Female,
Modern Times Group MTG,Board of Directors,Board Member,Board Member,Board Member,Natalie Tydeman,UK,1971,"Sciences, Business",Female,
Modern Times Group MTG,Board of Directors,Board Member,Board Member,Board Member,Simon Leung,Canada,1954,"Humanities, Business",Male,
Modern Times Group MTG,Board of Directors,Board Member,Board Member,Board Member,Florian Schuhbauer,Germany,1975,Business,Male,
Modern Times Group MTG,Executive Management,Chief Executive Officer,CEO,CEO,Maria Redin,Sweden,N/A,Business,Female,
Modern Times Group MTG,Executive Management,Chief Financial Officer,Support Function,Finance,Nils Mösko,Sweden,N/A,Business,Male,
Modern Times Group MTG,Executive Management,EVP Gaming,Business Unit Head,Other: Gaming Investments,Arnd Benninghoff,Germany,N/A,Business,Male,
Modern Times Group MTG,Executive Management,Group General Counsel,Support Function,Legal Affairs,Simon Hahn,Sweden,N/A,Law,Male,
Munters Group AB,Board of Directors,Chairman,Chair,Chair,Magnus Nicolin,Sweden (predicted),1956,Business,Male,
Munters Group AB,Board of Directors,Board Member,Board Member,Board Member,Kristian Sildeby,Sweden (predicted),1976,Business,Male,
Munters Group AB,Board of Directors,Board Member,Board Member,Board Member,Helen Fasth Gillstedt,Sweden (predicted),1962,"Business, Other: Sustainability",Female,
Munters Group AB,Board of Directors,Board Member,Board Member,Board Member,Anders Lindqvist,Sweden (predicted),1967,"Engineering, Business",Male,
Munters Group AB,Board of Directors,Board Member,Board Member,Board Member,Maria Håkansson,Sweden (predicted),1970,Business,Female,
Munters Group AB,Board of Directors,Board Member,Board Member,Board Member,Sabine Simeon-Aissaoui,France (predicted),1973,Engineering,Female,
Munters Group AB,Board of Directors,Board Member,Board Member,Board Member,Elizabeth Carey Nugent,Ireland (predicted),1975,Business,Female,
Munters Group AB,Executive Management,President and CEO,CEO,CEO,Klas Forsström,Sweden (predicted),1967,"Engineering, Business",Male,
Munters Group AB,Executive Management,CFO and Group Vice President,Support Function,Finance,Katharina Fischer,Sweden (predicted),1971,Business,Female,
Munters Group AB,Executive Management,Group VP and President of AirTech,Business Unit Head,Other: AirTech,Henrik Teiwik,Sweden (predicted),1980,Business,Male,
Munters Group AB,Executive Management,Group VP and President of Data Center Tech,Business Unit Head,Other: Data Center Tech,Stefan Aspman,Sweden (predicted),1981,Business,Male,
Munters Group AB,Executive Management,Group VP and President of FoodTech,Business Unit Head,Other: FoodTech,Pia Brantgärde Linder,Sweden (predicted),1973,"Engineering, Business",Female,
Munters Group AB,Executive Management,Group VP HR & Sustainability,Support Function,Human Resources,Grete Solvang Stoltz,Sweden (predicted),1970,Business,Female,
Munters Group AB,Executive Management,"Group VP, Head of Business Excellence & IT",Support Function,"Other: Business Excellence, IT",Stefan Måhl,Sweden (predicted),1967,Engineering,Male,
Munters Group AB,Executive Management,Group VP Communication & Brand,Support Function,Comms and Marketing,Susan Johnson,Sweden (predicted),N/A,Business,Female,
Munters Group AB,Executive Management,Group VP Legal and Group Counsel,Support Function,Legal Affairs,Kaspar Kirchmann,Sweden (predicted),N/A,Law,Male,
Mycronic AB,Board of Directors,Chairman,Chair,Chair,Patrik Tigerschiöld,Sweden (predicted),1964,Business,Male,
Mycronic AB,Board of Directors,Board Member,Board Member,Board Member,Robert Larsson,Sweden (predicted),1967,Engineering,Male,
Mycronic AB,Board of Directors,Board Member,Board Member,Board Member,Bo Risberg,Sweden (predicted),1956,"Engineering, Business",Male,
Mycronic AB,Board of Directors,Board Member,Board Member,Board Member,Arun Bansal,India (predicted),1968,"Engineering, Business",Male,
Mycronic AB,Board of Directors,Board Member,Board Member,Board Member,Anna Belfrage,Sweden (predicted),1962,Business,Female,
Mycronic AB,Board of Directors,Board Member,Board Member,Board Member,Katarina Bonde,Sweden (predicted),1958,Engineering,Female,
Mycronic AB,Board of Directors,Board Member,Board Member,Board Member,Staffan Dahlström,Sweden (predicted),1967,"Engineering, Business",Male,
Mycronic AB,Executive Management,President and CEO,CEO,CEO,Anders Lindqvist,Sweden (predicted),1967,"Engineering, Business",Male,
Mycronic AB,Executive Management,CFO and Sr. VP Corporate Development,Support Function,Finance,Pierre Brorsson,Sweden (predicted),1972,Business,Male,
Mycronic AB,Executive Management,Sr. VP People & Culture,Support Function,Human Resources,Johanna Jarl,Sweden (predicted),1981,Business,Female,
Mycronic AB,Executive Management,Sr. VP Global Technologies,Business Unit Head,Other: Global Technologies,Magnus Marthinsson,Sweden (predicted),1968,Engineering,Male,
Mycronic AB,Executive Management,Sr. VP Pattern Generators,Business Unit Head,Other: Pattern Generators,Charlott Samuelsson,Sweden (predicted),1963,Engineering,Female,
Mycronic AB,Executive Management,Sr. VP Global Functions,Business Unit Head,Other: Global Functions,Lena Båvegård,Sweden (predicted),1967,Engineering,Female,
Mycronic AB,Executive Management,Sr. VP High Flex,Business Unit Head,Other: High Flex,Clemens Jargon,Germany (predicted),1965,Engineering,Male,
NCAB Group Corporation,Board of Directors,Chairman,Chair,Chair,Christian Salamon,Sweden (predicted),1961,"Engineering, Business",Male,
NCAB Group Corporation,Board of Directors,Board Member,Board Member,Board Member,Sarah Eccleston,UK (predicted),1970,Engineering,Female,
NCAB Group Corporation,Board of Directors,President and CEO,CEO,CEO,Peter Kruk,Sweden (predicted),1968,Engineering,Male,
NCAB Group Corporation,Board of Directors,Board Member,Board Member,Board Member,Anders Lindqvist,Sweden (predicted),1967,"Engineering, Business",Male,
NCAB Group Corporation,Board of Directors,Board Member,Board Member,Board Member,Magdalena Persson,Sweden (predicted),1971,Business,Female,
NCAB Group Corporation,Board of Directors,Board Member,Board Member,Board Member,Hans Ramel,Sweden (predicted),1964,Business,Male,
NCAB Group Corporation,Board of Directors,Board Member,Board Member,Board Member,Gunilla Rudebjer,Sweden (predicted),1959,Business,Female,
NCAB Group Corporation,Board of Directors,Board Member,Board Member,Board Member,Hans Ståhl,Sweden (predicted),1955,N/A,Male,
NCAB Group Corporation,Executive Management,President and CEO,CEO,CEO,Peter Kruk,Sweden (predicted),1968,Engineering,Male,
NCAB Group Corporation,Executive Management,Chief Financial Officer,Support Function,Finance,Timothy Benjamin,USA (predicted),1982,Business,Male,
NCAB Group Corporation,Executive Management,VP North America and President NCAB USA,Business Unit Head,Other: North America,Howard Goff,UK (predicted),1962,Engineering,Male,
NCAB Group Corporation,Executive Management,VP People & Culture,Support Function,Human Resources,Eva Holm,Sweden (predicted),1962,Business,Female,
NCAB Group Corporation,Executive Management,VP Nordic and MD Denmark,Business Unit Head,Other: Nordic,Peter Jensen,Denmark (predicted),1962,"Engineering, Business",Male,
NCAB Group Corporation,Executive Management,Chief Digital and Information Officer,Support Function,Other: Digital & Information,Ann Juviken,Sweden (predicted),1970,Business,Female,
NCAB Group Corporation,Executive Management,VP Europe,Business Unit Head,Other: Europe,Benjamin Klingenberg,Germany (predicted),1982,Engineering,Male,
NCAB Group Corporation,Executive Management,VP Asia and MD China Sales,Business Unit Head,Other: Asia,Andy Liu,Canada (predicted),1980,Engineering,Male,
NCAB Group Corporation,Executive Management,Group Sustainability Director,Support Function,Sustainability,Anna Lothsson,Sweden (predicted),1977,"Engineering, Business",Female,
NCAB Group Corporation,Executive Management,Group Marketing Director,Support Function,Comms and Marketing,Sanna Magnusson,Sweden (predicted),1979,"Business, Human Resources",Female,
NCAB Group Corporation,Executive Management,Chief Operating Officer,Support Function,Other: COO,Chris Nuttall,UK (predicted),1973,"Engineering, Business",Male,
NCAB Group Corporation,Executive Management,VP Sales,Support Function,Sales,Arjan Sinoo,Netherlands (predicted),1980,Business,Male,
